idx,class,orignal_img_path,original_mask_path
24,canyon,./data/FirstBatch/images/canyon_00001289.jpg,./data/FirstBatch/labels/canyon_00001289_maskBox_0.jpg
25,canyon,./data/FirstBatch/images/canyon_00001289.jpg,./data/FirstBatch/labels/canyon_00001289_maskBox_2.jpg
27,canyon,./data/FirstBatch/images/canyon_00001289.jpg,./data/FirstBatch/labels/canyon_00001289_maskSA_1.jpg
28,canyon,./data/FirstBatch/images/canyon_00001289.jpg,./data/FirstBatch/labels/canyon_00001289_maskSA_12.jpg
29,canyon,./data/FirstBatch/images/canyon_00001289.jpg,./data/FirstBatch/labels/canyon_00001289_maskSA_13.jpg
30,canyon,./data/FirstBatch/images/canyon_00001289.jpg,./data/FirstBatch/labels/canyon_00001289_maskSA_0.jpg
31,canyon,./data/FirstBatch/images/canyon_00001289.jpg,./data/FirstBatch/labels/canyon_00001289_maskSA_2.jpg
32,canyon,./data/FirstBatch/images/canyon_00001289.jpg,./data/FirstBatch/labels/canyon_00001289_maskSA_11.jpg
33,canyon,./data/FirstBatch/images/canyon_00001289.jpg,./data/FirstBatch/labels/canyon_00001289_maskSA_10.jpg
34,canyon,./data/FirstBatch/images/canyon_00001289.jpg,./data/FirstBatch/labels/canyon_00001289_maskSA_3.jpg
35,canyon,./data/FirstBatch/images/canyon_00001289.jpg,./data/FirstBatch/labels/canyon_00001289_maskSA_7.jpg
36,canyon,./data/FirstBatch/images/canyon_00001289.jpg,./data/FirstBatch/labels/canyon_00001289_maskSA_14.jpg
37,canyon,./data/FirstBatch/images/canyon_00001289.jpg,./data/FirstBatch/labels/canyon_00001289_maskSA_6.jpg
38,canyon,./data/FirstBatch/images/canyon_00001289.jpg,./data/FirstBatch/labels/canyon_00001289_maskSA_4.jpg
39,canyon,./data/FirstBatch/images/canyon_00001289.jpg,./data/FirstBatch/labels/canyon_00001289_maskSA_5.jpg
40,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskSA_4.jpg
41,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskSA_5.jpg
42,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskSA_7.jpg
43,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskSA_6.jpg
44,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskSA_2.jpg
45,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskSA_3.jpg
47,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskSA_0.jpg
48,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskSA_14.jpg
49,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskSA_12.jpg
50,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskSA_13.jpg
51,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskSA_11.jpg
52,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskSA_10.jpg
53,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskBox_1.jpg
54,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskBox_0.jpg
55,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskBox_2.jpg
56,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskBox_3.jpg
57,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskBox_4.jpg
58,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskSA_8.jpg
59,ocean,./data/FirstBatch/images/ocean_00004207.jpg,./data/FirstBatch/labels/ocean_00004207_maskSA_9.jpg
60,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskSA_14.jpg
61,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskSA_13.jpg
62,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskSA_12.jpg
63,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskSA_10.jpg
64,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskSA_11.jpg
65,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskBox_0.jpg
66,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskSA_5.jpg
68,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskBox_1.jpg
69,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskBox_3.jpg
70,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskSA_6.jpg
71,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskSA_7.jpg
72,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskBox_2.jpg
73,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskSA_3.jpg
74,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskSA_2.jpg
75,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskSA_0.jpg
76,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskSA_1.jpg
77,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskBox_4.jpg
78,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskSA_9.jpg
79,rainforest,./data/FirstBatch/images/rainforest_00000313.jpg,./data/FirstBatch/labels/rainforest_00000313_maskSA_8.jpg
80,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskSA_9.jpg
81,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskSA_8.jpg
82,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskSA_5.jpg
83,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskSA_14.jpg
84,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskSA_4.jpg
85,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskSA_6.jpg
86,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskSA_7.jpg
88,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskSA_12.jpg
89,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskSA_13.jpg
90,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskSA_2.jpg
91,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskSA_0.jpg
92,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskSA_11.jpg
93,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskSA_10.jpg
95,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskBox_1.jpg
96,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskBox_0.jpg
97,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskBox_2.jpg
98,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskBox_3.jpg
99,rainforest,./data/FirstBatch/images/rainforest_00003815.jpg,./data/FirstBatch/labels/rainforest_00003815_maskBox_4.jpg
100,ocean,./data/FirstBatch/images/ocean_00001394.jpg,./data/FirstBatch/labels/ocean_00001394_maskSA_5.jpg
101,ocean,./data/FirstBatch/images/ocean_00001394.jpg,./data/FirstBatch/labels/ocean_00001394_maskSA_4.jpg
102,ocean,./data/FirstBatch/images/ocean_00001394.jpg,./data/FirstBatch/labels/ocean_00001394_maskSA_6.jpg
103,ocean,./data/FirstBatch/images/ocean_00001394.jpg,./data/FirstBatch/labels/ocean_00001394_maskSA_7.jpg
104,ocean,./data/FirstBatch/images/ocean_00001394.jpg,./data/FirstBatch/labels/ocean_00001394_maskSA_3.jpg
105,ocean,./data/FirstBatch/images/ocean_00001394.jpg,./data/FirstBatch/labels/ocean_00001394_maskSA_2.jpg
107,ocean,./data/FirstBatch/images/ocean_00001394.jpg,./data/FirstBatch/labels/ocean_00001394_maskSA_1.jpg
108,ocean,./data/FirstBatch/images/ocean_00001394.jpg,./data/FirstBatch/labels/ocean_00001394_maskSA_14.jpg
109,ocean,./data/FirstBatch/images/ocean_00001394.jpg,./data/FirstBatch/labels/ocean_00001394_maskSA_11.jpg
110,ocean,./data/FirstBatch/images/ocean_00001394.jpg,./data/FirstBatch/labels/ocean_00001394_maskSA_10.jpg
111,ocean,./data/FirstBatch/images/ocean_00001394.jpg,./data/FirstBatch/labels/ocean_00001394_maskSA_12.jpg
112,ocean,./data/FirstBatch/images/ocean_00001394.jpg,./data/FirstBatch/labels/ocean_00001394_maskSA_9.jpg
114,ocean,./data/FirstBatch/images/ocean_00001394.jpg,./data/FirstBatch/labels/ocean_00001394_maskSA_13.jpg
115,ocean,./data/FirstBatch/images/ocean_00001394.jpg,./data/FirstBatch/labels/ocean_00001394_maskBox_2.jpg
116,ocean,./data/FirstBatch/images/ocean_00001394.jpg,./data/FirstBatch/labels/ocean_00001394_maskBox_3.jpg
117,ocean,./data/FirstBatch/images/ocean_00001394.jpg,./data/FirstBatch/labels/ocean_00001394_maskBox_1.jpg
118,ocean,./data/FirstBatch/images/ocean_00001394.jpg,./data/FirstBatch/labels/ocean_00001394_maskBox_0.jpg
120,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskSA_8.jpg
121,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskSA_9.jpg
122,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskBox_4.jpg
123,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskBox_3.jpg
124,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskBox_2.jpg
125,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskBox_0.jpg
126,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskBox_1.jpg
127,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskSA_10.jpg
128,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskSA_4.jpg
129,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskSA_5.jpg
130,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskSA_11.jpg
131,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskSA_13.jpg
132,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskSA_7.jpg
133,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskSA_6.jpg
134,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskSA_12.jpg
135,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskSA_2.jpg
136,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskSA_3.jpg
137,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskSA_1.jpg
138,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskSA_0.jpg
139,natural,./data/FirstBatch/images/natural_00000355.jpg,./data/FirstBatch/labels/natural_00000355_maskSA_14.jpg
140,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskSA_14.jpg
141,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskSA_12.jpg
142,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskSA_9.jpg
144,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskSA_13.jpg
145,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskSA_11.jpg
146,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskSA_10.jpg
147,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskBox_1.jpg
148,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskBox_0.jpg
149,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskBox_2.jpg
150,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskBox_3.jpg
151,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskBox_4.jpg
152,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskSA_6.jpg
153,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskSA_7.jpg
154,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskSA_5.jpg
155,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskSA_4.jpg
156,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskSA_0.jpg
157,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskSA_1.jpg
158,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskSA_3.jpg
159,ocean,./data/FirstBatch/images/ocean_00001169.jpg,./data/FirstBatch/labels/ocean_00001169_maskSA_2.jpg
160,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskSA_8.jpg
161,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskSA_9.jpg
162,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskBox_3.jpg
163,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskBox_2.jpg
164,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskBox_0.jpg
165,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskBox_1.jpg
166,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskBox_4.jpg
167,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskSA_7.jpg
168,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskSA_6.jpg
169,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskSA_4.jpg
170,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskSA_14.jpg
171,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskSA_5.jpg
172,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskSA_1.jpg
173,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskSA_10.jpg
175,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskSA_0.jpg
176,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskSA_2.jpg
177,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskSA_13.jpg
178,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskSA_12.jpg
179,rainforest,./data/FirstBatch/images/rainforest_00002706.jpg,./data/FirstBatch/labels/rainforest_00002706_maskSA_3.jpg
180,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskBox_3.jpg
181,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskBox_2.jpg
183,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskBox_1.jpg
184,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskBox_4.jpg
185,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskSA_14.jpg
186,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskSA_10.jpg
187,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskSA_11.jpg
188,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskSA_8.jpg
189,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskSA_13.jpg
190,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskSA_12.jpg
191,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskSA_9.jpg
192,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskSA_4.jpg
193,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskSA_5.jpg
194,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskSA_7.jpg
195,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskSA_6.jpg
196,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskSA_2.jpg
197,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskSA_3.jpg
198,ocean,./data/FirstBatch/images/ocean_00002474.jpg,./data/FirstBatch/labels/ocean_00002474_maskSA_1.jpg
200,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskSA_4.jpg
201,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskSA_5.jpg
202,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskSA_7.jpg
203,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskSA_6.jpg
204,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskSA_2.jpg
205,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskSA_3.jpg
206,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskSA_1.jpg
207,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskSA_0.jpg
208,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskSA_12.jpg
209,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskSA_13.jpg
210,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskSA_11.jpg
211,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskSA_10.jpg
212,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskSA_14.jpg
213,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskBox_4.jpg
214,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskBox_1.jpg
215,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskBox_0.jpg
216,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskBox_2.jpg
217,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskSA_8.jpg
218,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskSA_9.jpg
219,rainforest,./data/FirstBatch/images/rainforest_00001541.jpg,./data/FirstBatch/labels/rainforest_00001541_maskBox_3.jpg
220,rainforest,./data/FirstBatch/images/rainforest_00001233.jpg,./data/FirstBatch/labels/rainforest_00001233_maskBox_2.jpg
221,rainforest,./data/FirstBatch/images/rainforest_00001233.jpg,./data/FirstBatch/labels/rainforest_00001233_maskBox_3.jpg
222,rainforest,./data/FirstBatch/images/rainforest_00001233.jpg,./data/FirstBatch/labels/rainforest_00001233_maskBox_1.jpg
223,rainforest,./data/FirstBatch/images/rainforest_00001233.jpg,./data/FirstBatch/labels/rainforest_00001233_maskBox_0.jpg
224,rainforest,./data/FirstBatch/images/rainforest_00001233.jpg,./data/FirstBatch/labels/rainforest_00001233_maskBox_4.jpg
225,rainforest,./data/FirstBatch/images/rainforest_00001233.jpg,./data/FirstBatch/labels/rainforest_00001233_maskSA_9.jpg
227,rainforest,./data/FirstBatch/images/rainforest_00001233.jpg,./data/FirstBatch/labels/rainforest_00001233_maskSA_14.jpg
228,rainforest,./data/FirstBatch/images/rainforest_00001233.jpg,./data/FirstBatch/labels/rainforest_00001233_maskSA_11.jpg
229,rainforest,./data/FirstBatch/images/rainforest_00001233.jpg,./data/FirstBatch/labels/rainforest_00001233_maskSA_10.jpg
230,rainforest,./data/FirstBatch/images/rainforest_00001233.jpg,./data/FirstBatch/labels/rainforest_00001233_maskSA_12.jpg
231,rainforest,./data/FirstBatch/images/rainforest_00001233.jpg,./data/FirstBatch/labels/rainforest_00001233_maskSA_13.jpg
232,rainforest,./data/FirstBatch/images/rainforest_00001233.jpg,./data/FirstBatch/labels/rainforest_00001233_maskSA_5.jpg
233,rainforest,./data/FirstBatch/images/rainforest_00001233.jpg,./data/FirstBatch/labels/rainforest_00001233_maskSA_4.jpg
234,rainforest,./data/FirstBatch/images/rainforest_00001233.jpg,./data/FirstBatch/labels/rainforest_00001233_maskSA_6.jpg
236,rainforest,./data/FirstBatch/images/rainforest_00001233.jpg,./data/FirstBatch/labels/rainforest_00001233_maskSA_3.jpg
